Date,AAPL,ABT,ADBE,ADI,ADP,AI,AMAT,AMD,AMT,AMZN,ANET,ARM,BA,BABA,BHP,BKNG,BLK,BSX,BUD,BX,C,CAT,CB,CMCSA,CMG,COP,CRM,CSCO,DIS,ELV,ETN,GILD,GOOG,GOOGL,GS,HDB,HON,HSBC,IBM,IBN,INTC,INTU,ISRG,JNJ,KKR,KLAC,KO,LMT,LOW,LRCX,MA,MCD,MDT,META,MMC,MMM,MRK,MS,MSFT,MU,MUFG,NEE,NFLX,NKE,NOW,NVDA,ORCL,PANW,PDD,PEP,PFE,PGR,PINS,PLD,PYPL,QCOM,REGN,RIO,RTX,RY,SAP,SCHW,SNY,SONY,SPGI,SYK,T,TD,TJX,TSLA,TSM,TTE,UBER,UL,UNP,UPS,V,VRTX,VZ,WMT
2023-01-03,0.0004554011556794479,0.6301592949317953,0.052129096872186205,0.07512855682908917,0.5345889188108783,0.007311565975398474,0.0,0.011338441981949278,0.7527407269761299,0.023100590449091837,0.043657792588567605,,0.3107864873130191,0.45563598314385984,0.43285318713037557,0.0,0.40930956085244036,0.027462635036028395,0.4744622890956551,0.0,0.2567244594838742,0.19089603695238483,0.3907783295934832,0.024493320252530378,0.0033778496880459727,0.4786609000695673,0.0,0.19642842766968435,0.22183911553744612,0.6335515512351045,0.03115906973620451,0.8920977774377414,0.027670224865022987,0.027814878235643214,0.25698246994063056,0.8406708268455496,0.866138110157029,0.0,0.2686004456765357,0.21792270344676487,0.18112111421148724,0.0528084041042799,0.17294921405969912,0.9425704533311553,0.0,0.035869834560828436,0.6732483554889482,0.5292060171463251,0.19927626254738545,0.0,0.014520919899268472,0.3383290465918872,0.40227804367698633,0.0,0.16872244580241588,0.5507110992930372,0.33435012024789246,0.4190372187599645,0.07041795829749618,0.0,0.14260245327208057,0.9475563940488206,0.005504039711429461,0.8159561834272999,0.041472947198324214,0.0004121438935612846,0.011925832689148442,0.017551788788325993,0.25125573138182483,0.5607256991506983,1.0,0.1399544474747295,0.08719003317289273,0.386181017949207,0.661471223496616,0.033690661041809906,0.09529024426860819,0.5762248829715314,0.6532945314162636,0.45677179127561046,0.0,0.9037908512897516,0.4177935409705296,0.051571264908750046,0.060783542487558954,0.0,0.7589669668847895,0.6326783675718841,0.13187082411080206,0.0,0.0,0.3155972777744612,0.0,0.26436433861186726,0.30706559714397663,0.6990572745699157,0.0,0.012536410606048555,0.7764994902505021,0.08709943235078818
2023-01-04,0.012204042230709672,0.683132887107512,0.06641841714757282,0.1146941009641566,0.5554726654802195,0.014904380065942451,0.016304311403500523,0.015632350106330364,0.8099326626131083,0.017282654778701535,0.016629705316907297,,0.39333602761789266,0.6829778638594599,0.511815668535099,0.03748657558733999,0.4447238521818831,0.04208955247674657,0.5887096732844498,0.02785605189390201,0.2969015227487538,0.2051858433596172,0.43034655944598654,0.11064200645341092,0.005762208736376593,0.4842830202805776,0.026414043917491598,0.164772632271225,0.2910345669450431,0.5129846237607243,0.03681958523509859,0.8965101564592021,0.018320920887816783,0.017908220225992297,0.26373681011637123,0.811320452933278,0.7696486677507375,0.07625279332336674,0.2822581341425837,0.21894105652723925,0.21349463088949597,0.05413205798556865,0.19143715756970744,0.9966547216748852,0.018496785606848944,0.042748511284755895,0.6713373623337782,0.5224077931322448,0.22964594405715755,0.01144460443700723,0.07253526546981012,0.33942625159183976,0.5257404337111535,0.006334766576108834,0.21451871749150955,0.5907410236738706,0.3630262110846842,0.44447486556738824,0.027686069500191132,0.03715562577375018,0.2067736039932607,0.965678197066307,0.041845719378496495,0.8580722411269925,0.05952818674354384,0.003989607603213694,0.024174054966318158,0.01792258661725378,0.31819574490982355,0.5491588611100972,0.95653856398792,0.1499772821309083,0.12396694801111212,0.4934673781045936,0.7465136253643886,0.06859032930734728,0.10963865377028346,0.5980036187698329,0.6539180770183483,0.5199172450433698,0.026268245759084527,0.9406534889915826,0.3992883213512011,0.097904928890169,0.09855353782870017,0.05733055674271145,0.8163557191381356,0.7377151742482609,0.15236259271425853,0.029907152771625537,0.019569311501608483,0.2968181004119157,0.00981615650621381,0.28571442259507634,0.3303835295106128,0.725598274019537,0.0629067424616742,0.016176031379010653,0.8594906266431683,0.0892012243314144
2023-01-05,0.0,0.6698083477040528,0.025141600998644084,0.043567726604367064,0.4594444183634711,0.0,0.007520189762870179,0.0,0.719191749814732,0.0,0.0,,0.40684419528504273,0.6955445756701033,0.5440924075864771,0.054018432683736045,0.37051928552779234,0.019999947619076357,0.5174732650686978,0.00681581121696251,0.2897514004433466,0.1989628418786661,0.4211902885980061,0.14358114366813424,0.0,0.5719395466584309,0.008566707887461365,0.11038966266556932,0.2896551373361171,0.42349464773395856,0.028249462737778338,0.9105494051489996,0.0,0.0,0.2457557836048514,0.7651990080188608,0.6434880582287712,0.15468400834579157,0.26287720872120807,0.14256632357057158,0.20940531925749567,0.0,0.1855988324382612,0.9595763271362308,0.009378679851331647,0.030112742599320317,0.6254776571734164,0.5261699699013773,0.22163360135794932,0.0038709811070954604,0.049051597449610386,0.29866567154022033,0.4829157151645968,0.00529904547203576,0.17099103597508922,0.5580300064289171,0.41061612120075197,0.4245075951712774,0.0,0.04210322308988782,0.15151514378808642,0.9146073375422791,0.04257458548280956,0.8479712943558941,0.0,0.0,0.021434235290544702,0.0037905244997529903,0.36299330963541626,0.5000002005624573,0.938461592634758,0.15261958997722094,0.11611568590191074,0.3902010192335525,0.707683824702924,0.05142262350693511,0.10313188456565482,0.6166059788280849,0.6547495240152277,0.49011510503080796,0.019678646681113254,0.934379035662579,0.32882556460916457,0.08581777919449946,0.06611219039453047,0.03363515079227083,0.8263987165760768,0.599508775678913,0.17140793979472732,0.012092409250710994,0.014527469796348244,0.2983829821105208,0.003391016077965524,0.239874585713177,0.2438544741537256,0.6781725391799026,0.04483009655625406,0.020939132409409207,0.9063270844287789,0.08276414811950507
2023-01-06,0.04189433539746189,0.7195320703630099,0.038858097535624476,0.11023441653581681,0.581204627997593,0.003936990874736348,0.047649098760883905,0.010935908889931052,0.8033285157941855,0.02532511254303692,0.011315845926369259,,0.4869922394527844,0.7492384042129601,0.7002883339731472,0.07045927284723896,0.5025500736249496,0.03701497969157429,0.5745968289810398,0.04578462090815911,0.3088185231419131,0.24840105815379454,0.47896228265083773,0.2204392378982436,0.018367329206360153,0.6092512392646457,0.031466202830777605,0.22727267097554074,0.33563214883036996,0.4413351686468734,0.04888115540901551,1.0,0.0131268951450064,0.010859205906305682,0.26547090273092777,0.7882599304077728,0.7748584285351393,0.19462612579606167,0.29656602805549176,0.14969460090290218,0.24927583143053436,0.03699301881328526,0.19308717515440188,1.0,0.01953888323030785,0.07519768915434037,0.7019108230731346,0.5008909941609518,0.2242182089519275,0.04343618312702511,0.15952211681235648,0.43227924676067936,0.5207290156863154,0.01271769810695189,0.23933085460037462,0.6141915108582189,0.44722370855997884,0.46936534952479053,0.010682956645005097,0.062087714872319955,0.16577538061552285,0.9426140460470224,0.05727707956551818,0.9149118146019366,0.00045406506017863277,0.00489634303578661,0.04319098312471251,0.0027193098156057228,0.3684264079643834,0.6051526902044092,0.986923070094994,0.18068338798227507,0.152066056688138,0.48567849382699485,0.7134264201532847,0.09929878072965102,0.13504630152259098,0.7127948471819184,0.6875909667716165,0.5544408750053467,0.04630797673991772,0.9717646608275708,0.35658352979251573,0.24254620133302307,0.13497680667487402,0.09069934225244008,0.8723099920299101,0.6382063985693478,0.22131150556221177,0.026776069648415633,0.034524019552425386,0.3359417348218017,0.01856146762157331,0.28508634508715,0.36929333311613655,0.7522842264391119,0.12484937507550783,0.03136365244487569,0.9465898503036947,0.12887547964982762
2023-01-09,0.046721281916036785,0.7136822060531827,0.068232456107551,0.12830190522869603,0.5690843728972215,0.011810999442947974,0.06167842921255863,0.03294193849167411,0.8138951910129751,0.03627650550484197,0.020567339583439974,,0.44266571109645725,0.8145468681202708,0.6760809445850863,0.08443224385986668,0.5563895648773147,0.014925374833904076,0.5463708840101089,0.06593576409083875,0.31664962803128494,0.23549408235016492,0.42064523683472127,0.19172300916461674,0.040020350474436146,0.5870175914747328,0.06765517249469713,0.248376740997531,0.35517234363775146,0.40702095243113184,0.04771731260964504,0.8804651696568608,0.019170896913117925,0.017336633348202585,0.28792441467584684,0.7882599304077728,0.7839183110614966,0.18373277066789187,0.29461501476408963,0.1588595843961815,0.2690406968241619,0.0669268609765707,0.16998770362482266,0.8698076720197926,0.03855671764888625,0.09527281285837434,0.6515922958669337,0.40683778346998867,0.2044456749282612,0.05347826313991354,0.18244984043632517,0.3917016271767694,0.3694761611801059,0.011392932144803811,0.2312490832394758,0.6152370106094169,0.31116519078952115,0.47155358356190913,0.019612630208333332,0.05811022306690638,0.1532976308926579,0.9541461215566647,0.056322106202916694,0.9203903229868249,0.026466562176492667,0.011235213282460327,0.05543908244628039,0.003666925223443727,0.3639158758225599,0.5586226012228694,0.8896154175989751,0.1569931273579869,0.16942143256233622,0.4708542718384255,0.7298332694594938,0.09341503986292547,0.0,0.7164246941751791,0.6281438544442848,0.5892594151772951,0.0673406723275337,0.9950326164063481,0.38291797477303907,0.2921031462184853,0.14961638131231134,0.13285411957539722,0.8020087363131664,0.6394351623261595,0.19214083996184567,0.0629993430335048,0.053666027602212174,0.3568075537778839,0.03640904966309748,0.2945055913749771,0.36156770066625116,0.7920232491285671,0.1350928813093064,0.0,0.8792110754734872,0.10483446734382054
2023-01-10,0.05200362959029113,0.7689307316855459,0.05779391379148419,0.15254427448163302,0.5927652328295911,0.016029238432829825,0.0714736963553971,0.03837639116798171,0.8488970885362387,0.057751541398180575,0.021943593874026328,,0.42385437305438584,0.891660266468097,0.7429395114284822,0.0904412332443442,0.5717980819588073,0.028955263616677312,0.5315861093721079,0.06519486835309188,0.33878097753147124,0.2579083702398817,0.43437980943313786,0.21959478507693025,0.0422932792132974,0.6054178248214804,0.06952225830740903,0.2670455354726602,0.37333328422458695,0.40680514941559753,0.045230928512945835,0.9622943269193986,0.02332610309732935,0.021146897609567717,0.3078221211778515,0.6928721148855551,0.7990938043799455,0.2004357120427645,0.31087412044381085,0.14765789474195345,0.27347078984194584,0.04432376201076075,0.19719078696284698,0.8580987724904457,0.04493944136769797,0.11011421659740092,0.6210190781019136,0.4286186478521572,0.22977510541933469,0.06214585380857202,0.18272781263444068,0.4220435010824231,0.43097951707142435,0.019871397549438403,0.2312490832394758,0.6352521090923315,0.32428295226322756,0.5065644934298722,0.026666701508346075,0.06635623092952013,0.13547233485836235,0.967051152977119,0.08741108723230297,0.9373394378935193,0.031396609366000854,0.013551498439968387,0.0567283948871618,0.0,0.3492567245717206,0.5197162923703234,0.8600000132047223,0.16619594982381833,0.2132231442738278,0.4706031535473334,0.752802816763305,0.11195298664631506,0.04399852081851921,0.7826678440765058,0.6347952718370206,0.6131601992782579,0.08521389751004724,1.0,0.4049821306537957,0.2703464611996716,0.17333259944840684,0.15779197670393885,0.8637014739535409,0.6265359546960145,0.21456129321561354,0.058032822953851676,0.06186974533783508,0.4047993154637534,0.04783152531793457,0.2982730982570011,0.37308606051045246,0.7496737451664823,0.16509999582580706,0.024803366957750397,0.9268694014733758,0.10365217176902479
2023-01-11,0.0771403281070133,0.7461813971190788,0.07125575725248949,0.1590621942680344,0.6723849437860184,0.030652397202365702,0.08423909492931166,0.04515260375541262,0.9303922360966365,0.10241267858139473,0.026148802354559752,,0.4372623829577901,0.8943259061976632,0.7729109418719238,0.09229093597695798,0.5669132084935373,0.021492576199725274,0.6276882981576137,0.10283008832530771,0.35648613506210863,0.2591760235742373,0.4326357103212046,0.2255069213879183,0.055756149626641445,0.6095066572454477,0.05557383183960323,0.2995128829637226,0.3910345318673671,0.47773540750107574,0.0646986976632978,0.9643000650319422,0.05184630398765348,0.050676318454341875,0.34031584969841744,0.745283011323332,0.8208380063005134,0.21568618759857922,0.31685736018771804,0.16802456788946082,0.2874425016720582,0.06682504941434013,0.14896134104339986,0.8502928394708811,0.07229385801414911,0.1154975040147053,0.6133755914299064,0.4333047514250166,0.3226931977908083,0.07012622120593988,0.23032021506694125,0.4202155698242408,0.49612760381365506,0.01963051764609762,0.28115698531495675,0.6500392999417622,0.33221468153102696,0.5205142245646487,0.05488280005654307,0.07460227579928697,0.14973257168579882,0.9796815513186787,0.08670737824492294,0.9732922879509127,0.05937680972740523,0.014309846977468767,0.09057204724888686,0.010382779288784868,0.3382879944896301,0.524973836627438,0.8534616216117875,0.15917996556449315,0.2574380097872211,0.5937185922423618,0.7697566792668855,0.12388170213901609,0.07019260199776785,0.7708710144290399,0.62793595304949,0.6122750184037479,0.09830294511318922,0.9424835461900952,0.3992883213512011,0.35938752129821433,0.22989975858640896,0.11341852689029976,0.855093229528328,0.6474202522011836,0.21046279235132886,0.08162385511201359,0.06622799279647486,0.4147105645434103,0.05336426621916992,0.2957615068494463,0.40089889461126205,0.7998549142486999,0.17727172175528674,0.04053017078600286,0.8635990273619112,0.12033631077174403
2023-01-12,0.07641171405171047,0.6880078153572265,0.07637960634830111,0.1462549311888787,0.6576542203519793,0.034870636192247555,0.08512382313670816,0.05682657529206427,0.9844143102477744,0.10395272229636425,0.029398280309218257,,0.5002002391877327,0.8587205132671141,0.8703169914766243,0.10760564632551305,0.5598736242043145,0.04835818257780873,0.5342743434386938,0.1323159073615803,0.36942454438914124,0.2841832946888684,0.4434271364590397,0.28800674015758176,0.07187476804609472,0.6585740111619607,0.08138389251779732,0.2824675023083254,0.4710344336498743,0.45284495552218623,0.06797865497130309,0.9053349145021231,0.0485410017785588,0.046961330785066036,0.3652336644882456,0.7515720629832849,0.904190031502567,0.275235901032309,0.3206295838516436,0.16191444940661462,0.3024365576595215,0.07154256013303653,0.13618480816673492,0.8257596640428523,0.09105116802686278,0.11534799360567767,0.5624202284882064,0.4249884030770167,0.3442749768495513,0.07817674050550288,0.2438685503187987,0.3814658814985132,0.4747152445403767,0.02883158600764145,0.28470157633050885,0.6534746886431959,0.3535690686996819,0.5506017121898367,0.0660550334281027,0.06693831644024642,0.2424241960618518,0.9816035639036191,0.0939204145402,0.9724362179522346,0.1014984872856504,0.018513780725377182,0.0934729387630691,0.009929560986183915,0.3427985266314536,0.46529968644065417,0.8634615577889632,0.1654670037549829,0.23388430227567983,0.6231157262350563,0.8036641956496386,0.14967356927944683,0.08122798248258092,0.876587971519236,0.6505924476131303,0.6400116613350203,0.1146416136742342,0.9440523091183024,0.4427044657482251,0.43110383077375647,0.2516834527951455,0.09158686541552172,0.855093229528328,0.7463146460016908,0.2020250269180811,0.0834592920684568,0.11083576095677376,0.47783017929277855,0.06550062745405615,0.31146009096823585,0.4069391800421305,0.8102972819437064,0.1955892572088036,0.058503660875434245,0.9153657540805428,0.10299532418938559
2023-01-13,0.08870671144152671,0.7578811257387335,0.07587039731804275,0.14979978618501122,0.6781652462020176,0.05174351169555818,0.08367036174487302,0.058168386389999896,0.9923391655049417,0.1283367586626235,0.02106430895692577,,0.49829907383077643,0.9322163407056551,0.8870317431211218,0.12896292171373888,0.5599812610966292,0.04298503852787741,0.5631719623801049,0.1320196168933724,0.3976846072608615,0.3037164803373938,0.4607586847769554,0.3082771519290157,0.07773874764163828,0.6920520943494524,0.08088959491393825,0.2727273290244593,0.4616092374955101,0.495431913380226,0.06660316036031179,0.9273965035767568,0.056945943988907156,0.0563917511837626,0.3837623138541897,0.7945489820677256,0.9184596748133261,0.32824993382457135,0.3250520129624291,0.19042775296692693,0.29630262271022273,0.0596979293413258,0.14447685663128898,0.8098687412156667,0.09534974618870633,0.11716111392271047,0.57643304441255,0.34637969544455943,0.36882924197464256,0.0832679110133179,0.21406233998310964,0.4216781379533083,0.5084281359596529,0.02948189559105796,0.27364246966955946,0.6558644413009337,0.3682122432905912,0.581509944090057,0.06899081822199923,0.0636399058937703,0.30124771547388524,0.9708951781469997,0.10068108292184573,0.9888718737248423,0.10502305101101898,0.021712070166279403,0.10024164464429375,0.019241062722420543,0.3790876159840927,0.45110427683395316,0.8688461500935298,0.17193617418849658,0.24421488127660584,0.6175880567373984,0.795460875308738,0.1387926272512233,0.09924685106586023,0.870689729776134,0.6090210492629571,0.6515194629482466,0.11762050749458253,0.9309804149971342,0.43701065644563053,0.41821101454656895,0.24354394222371778,0.12238205041954901,0.8751792244042101,0.7678133253852657,0.19262291915967766,0.07719716700857672,0.10912667754419304,0.4820030644936621,0.07281813336775617,0.3252746821046298,0.38643058805171915,0.7986946265823387,0.18884067215907097,0.0795775889754403,0.9194741547992856,0.1093011511595863
2023-01-17,0.09945359504609147,0.7539811335491318,0.07587039731804275,0.12612920713793788,0.5181800981308478,0.07086613075138248,0.08013144891528706,0.062126764959678615,0.9690926412576578,0.1106262885781995,0.02603411935810772,,0.47108272832802034,0.8975628789548252,0.7994238597352182,0.14462263069353032,0.5446806001271913,0.028358234958732374,0.5732527119477469,0.14446585136482964,0.41096357282195,0.29104012283699726,0.4328537642918078,0.309121604750329,0.09080909311996639,0.6606183298861654,0.07517848425344974,0.20779232440780848,0.4733334245352909,0.480756649718556,0.055811258891575746,0.8929001950958265,0.05090194222079563,0.04848546555951051,0.2738682507433019,0.7672954918599806,0.8194790584827962,0.3391430119232124,0.31594695347686746,0.13238298699681791,0.2789231620196773,0.04948249068988675,0.15644968375954055,0.7800390169033544,0.08922754687575933,0.10951611791802106,0.5923566105177273,0.3287572066592825,0.33471190903254,0.07950911302742653,0.21044954953025666,0.51708979063856,0.49749429098758097,0.02557989107810645,0.2542179637899605,0.6123991282186666,0.31330062950638665,0.7297593568603621,0.07355762913321866,0.0628637918794686,0.25668443288928827,1.0,0.08409356913528547,0.9767163067097392,0.11226671178502405,0.028331197946129157,0.09057204724888686,0.0321783108794648,0.35704762239575566,0.47266032862559765,0.8007693511353531,0.1449658648028189,0.24132233176691661,0.605527669497658,0.8146021647285807,0.1391150332770614,0.11349982950425891,0.7990018093849164,0.6038246244691854,0.6751253368392379,0.11039895923976017,0.9443136033886077,0.47686840759866017,0.458904090640405,0.24957543982611216,0.0920304915800404,0.8436154790776588,0.8187962426635025,0.19310518228700138,0.12626866383492732,0.12784138214215812,0.4444445107754761,0.06853471776277771,0.3032967601548779,0.4016012832900512,0.7530094338933682,0.18811763574447835,0.1291844600177881,0.8364830184066194,0.097740393209498
